Title,Published,Views,Likes,Dislikes,Comments
Frozen,2013,2886776,3874,647,347
Jewtopia,2013,578008,1175,463,224
Top Ten Horrific Animal Attacks in,2013,449021,988,327,244
The Secret Lives Of Dorks,2013,2126115,3279,977,278
Se7en Film Fact ,2013,77699,586,24,125
Weekend Box Office,2013,55752,384,26,56
Open Windows Spanish,2013,607228,1435,367,421
The Legend Of Hercules,2013,896554,1669,645,370
Ender's Game Comic-Con Viral Video,2013,82204,490,45,121
A Nightmare On Elm Street Review  31 Days Of Halloween Horror,2013,44468,371,54,140
Under The Bed,2013,353413,799,234,272
Kill Your Darlings,2013,544376,2005,150,513
Hostel Review  31 Days Of Halloween Horror,2013,127376,524,104,141
Apartment 1303,2013,5553757,7396,4524,2272
All The Wrong Reasons,2013,7139133,8885,1195,473
Escape From Tomorrow,2013,284817,767,266,281
The Matrix Film Fact ,2013,88874,695,98,162
Gremlins Review  31 Days Of Halloween Horror,2013,21819,235,27,56
Antboy,2013,315457,1827,1006,895
Ice Soldiers,2013,725627,910,630,218
The Lego,2013,54171,504,18,62
The Cabin In The Woods Review  31 Days Of Halloween Horror,2013,49605,384,68,96
Girls on Fire,2013,67864,803,79,63
47 Ronin,2013,88796,647,35,120
Pacific Rim,2013,102320,1107,46,238
The Hunger Games: Catching Fire Film Fact ,2013,69150,341,22,29
Vampire Academy,2013,275011,1174,371,232
Antboy,2013,1481765,3064,3046,1459
Despicable Me 2,2013,85012,983,35,88
The Hot Flashes,2013,886294,790,579,129
Planes,2013,154126,546,205,209
Thor: The Dark World German,2013,38115,235,25,70
Riddick,2013,43025,274,26,57
Comic-Con Cosplay Day 1: San Diego 2013,2013,93440,904,28,218
Alien Uprising,2013,1309398,1182,1303,908
Best Night Ever,2013,695497,1212,1134,339
Planes,2013,185785,750,269,293
Comic-Con: Rob Kazinsky Interview ,2013,20248,217,4,65
Kick-Ass 2,2013,53562,620,39,65
Nymphomaniac,2013,885278,589,301,143
Weekend Box Office,2013,17565,199,7,31
Dracula,2013,106727,394,516,309
Iron Man 3 Film Fact  Marvel,2013,69146,562,79,142
Gentleman's Scuffle  Fight Mashup,2013,85563,462,50,38
Weekend Box Office,2013,20649,236,16,33
MovieClips Picks,2013,10620,26,17,10
The Conjuring  31 Days Of Halloween Horror,2013,32790,307,207,143
Thor: The Dark World,2013,254975,2104,40,384
Short Term 12 Red Carpet Interviews,2013,13455,51,9,9
Comic Con Must See,2013,53044,466,59,57
Child Of God,2013,129711,385,432,196
Los Angeles Film Festival: Red Carpet Interviews,2013,5680,48,17,12
RoboCop,2013,41334,397,52,65
Planes: Fire & Rescue,2013,76971,323,418,303
The Internship Rapid Fire EXCLUSIVE Vince Vaughn Interview ,2013,56537,247,15,40
Thor: The Dark World,2013,20615,94,23,19
The Weekly Five,2013,29896,226,17,24
Hannibal Lecter vs. Leatherface,2013,30558,1956,1191,186
Thank You Four Million Subscribers!,2013,95999,552,64,57
Melbourne International Film Festival,2013,18448,153,21,33
Movies Opening This Week,2013,12127,101,9,19
MovieClips Picks,2013,24720,103,11,25
Comic Con Must See,2013,53044,466,59,57
Weekend Box Office,2013,23393,206,23,29
Weekend Box Office,2013,26267,229,26,82
The Weekly Five,2013,24507,165,19,47
Movies Opening This Week,2013,8440,64,6,15
The Hunger Games Film Fact  Jennifer Lawrence,2013,43138,434,31,26
Child Of God,2013,129711,385,432,196
Movies Opening This Week,2013,17064,105,14,21
Los Angeles Film Festival: Red Carpet Interviews,2013,5680,48,17,12
RoboCop,2013,41334,397,52,65
Movies Opening This Week,2013,22912,119,19,8
Noah,2013,157692,610,83,238
Weekend Box Office,2013,18353,194,30,40
Planes: Fire & Rescue,2013,76971,323,418,303
MovieClips Picks,2013,6684,42,7,3
The Internship Rapid Fire EXCLUSIVE Vince Vaughn Interview ,2013,56537,247,15,40
Thor: The Dark World,2013,20615,94,23,19
12-12-12,2013,42042,542,81,56
Movies Opening This Week,2013,16093,101,24,11
Noah,2013,48286,205,58,59
The Weekly Five,2013,29896,226,17,24
Hannibal Lecter vs. Leatherface,2013,30558,1956,1191,186
MovieClips Picks,2013,7822,69,13,12
Delivery Man,2013,39718,119,40,30
Movies Opening This Week,2013,4266,21,6,3
If I Stay,2014,13317847,64398,1285,4134
What If,2014,11063601,54601,960,3630
Begin Again,2014,12107559,34246,887,1542
The Maze Runner,2014,4431896,21266,340,2414
Neighbors,2013,16286088,45927,1569,2884
Interstellar,2013,6262765,20691,819,4148
Lucy,2014,5864140,22249,734,2687
The Pretty One,2014,2465052,9684,187,298
Transcendence,2013,15829466,41257,1670,5734
The Riot Club,2014,2529835,17595,387,846
The Other Woman,2013,13072011,65725,2881,4112
The Fault In Our Stars,2014,1509519,12779,192,793
Divergent,2014,1306044,7760,184,847
Chef,2014,3485843,14127,422,873
How To Train Your Dragon 2,2013,1961992,13036,244,957
Jersey Boys,2014,1630146,4582,142,530
Palo Alto,2014,3357135,16814,407,1227
The Drop,2014,5106768,10852,306,652
Magic in the Moonlight,2014,1081169,5361,92,144
Finding Vivian Maier,2013,739384,1960,18,52
In Secret,2013,2805817,8917,244,577
Get On Up,2014,742718,3823,91,355
A Million Ways To Die In The West,2014,5640551,22857,1050,2378
The Double,2014,2803007,9828,300,1083
The Babadook,2014,11755570,30998,1959,5725
From The Rough,2013,1612147,8078,196,493
Enemy,2014,7767966,14117,703,1841
Good People,2014,3965406,6711,265,452
The Hundred-Foot Journey,2014,539454,2564,67,118
Million Dollar Arm,2013,1884189,5607,211,516
Life Of A King,2013,1556178,6485,124,444
A Million Ways To Die In The West,2014,3308817,10389,476,859
22 Jump Street,2013,2039353,9626,198,386
Life of Crime,2014,3469343,6430,299,211
Kill the Messenger,2014,4640174,9434,319,1234
Kingsman: The Secret Service,2014,991260,4138,117,186
The Signal,2014,8206283,18286,883,2198
Snowpiercer,2014,3793323,10489,496,1700
The Love Punch,2014,769703,1705,55,98
Bad Words,2013,2961208,7619,395,635
Mood Indigo,2014,504703,2638,66,99
The Book of Life,2014,1405864,5540,286,583
The Amazing Spider-Man 2,2014,1208207,7611,266,1193
Oculus,2014,9592828,20791,1372,3215
Mr. Turner,2014,851470,1984,67,296
Cold In July,2014,903897,2532,62,427
Ernest & Celestine,2014,307425,3782,39,330
A Haunted House 2,2014,5281968,20124,1089,1908
The Expendables 3,2014,1630315,6126,156,905
Boyhood,2014,1969840,5426,228,683
Transformers: Age of Extinction,2014,9878213,23792,1314,3763
Joe,2014,746922,2413,78,265
Guardians of the Galaxy,2014,1611348,9009,300,1150
Project Almanac,2014,8975802,20801,1310,2865
Lucy,2014,2160800,6552,272,1123
Dawn Of The Planet Of The Apes,2014,1880278,6831,173,768
This Is Where I Leave You,2014,295624,2270,41,111
Let's Be Cops,2014,2801815,8760,300,464
The Angriest Man in Brooklyn,2014,4058461,9632,626,1739
3 Days to Kill,2013,4773390,11067,556,865
"As Above, So Below",2014,1338354,6382,330,1048
I Origins,2014,1022345,4757,235,641
Tracks,2013,1271419,2789,148,384
Ride Along,2013,9630458,20859,1091,752
Winter's Tale,2014,638609,1815,70,167
The Raid 2: Berandal,2013,7578299,17475,789,4475
The Homesman,2014,582962,1272,51,230
Grace Of Monaco,2014,1245485,2930,156,308
Get On Up,2014,184261,1519,25,114
Cesar Chavez: An American Hero,2014,295250,1772,78,321
Edge Of Tomorrow,2013,16446848,31190,1858,5489
Edge of Tomorrow,2014,605054,2759,46,353
Brick Mansions,2014,2471832,7605,294,1112
Deliver Us from Evil,2014,676548,1803,91,193
Jupiter Ascending,2013,3984684,10530,577,1423
22 Jump Street,2014,654285,3659,72,175
Grand Piano,2013,548891,2246,88,309
Philip Seymour Hoffman Tribute Video,2014,100280,3052,41,301
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,5942323,13647,1047,1574
Barefoot,2013,383443,1486,60,87
The Amazing Spider-Man 2,2014,713973,4479,164,573
Jupiter Ascending,2014,2616444,9461,339,722
Mom's Night Out,2014,5670693,15457,962,723
Third Person,2014,1034043,2969,109,283
Maleficent,2014,1003997,3879,143,273
Beauty And The Beast,2013,2108815,6335,198,594
A Promise,2013,2165576,4735,282,303
Obvious Child,2014,5552864,18354,1257,500
Guardians of the Galaxy,2014,463230,3698,66,354
Devil's Knot,2014,630099,1586,81,163
Cuban Fury,2014,2890720,6788,392,271
Blended,2013,9869068,25367,2207,2173
Rob The Mob,2013,1752437,4473,172,269
Godzilla,2014,2451996,8498,239,1392
Interstellar,2014,736865,4700,102,695
How To Train Your Dragon 2,2014,218421,2998,34,278
X-Men: Days of Future Past,2014,1543207,5641,115,616
Sin City: A Dame To Kill For,2014,5625242,19241,677,2079
Brick Mansions,2014,1267972,3701,153,449
Gone Girl,2014,458848,1552,64,307
The Purge: Anarchy,2014,1490092,4725,241,902
The Best Offer,2013,236011,1012,39,97
Hercules,2014,10012468,16369,1230,3266
Tammy,2014,4454525,10183,885,723
Big Hero 6,2014,442425,4715,83,249
Begin Again,2014,414267,1485,45,68
Captain America: The Winter Soldier,2014,674717,4256,69,363
Think Like A Man Too,2014,2865757,8070,401,355
Only Lovers Left Alive,2014,126976,1123,38,63
Unbroken,2014,1463038,7379,408,850
Someone Marry Barry,2014,2319010,5605,431,182
Maleficent,2014,412289,2596,58,206
Veronica Mars,2014,721999,2812,195,254
A Fantastic Fear Of Everything,2013,1586718,5883,447,215
G.B.F.,2013,6451794,21674,2036,1518
Her,2013,427682,1546,63,220
These Final Hours,2014,1111362,3120,182,596
Anchorman 2: The Legend Continues REMIX  Will Ferrell,2013,735533,1124,44,47
The Face Of Love,2014,594148,1194,82,102
Pompeii,2013,565348,2110,136,345
Journey To The West,2013,1025692,3738,276,606
Calvary,2013,1492210,2018,162,333
The Rover,2014,605544,2025,94,227
Adult World,2014,3889980,9225,676,350
Night Moves,2014,2058793,3534,288,586
Bad Johnson,2014,4702361,10849,998,584
Breathe In,2014,340990,662,37,91
Transcendence,2014,811977,2433,74,362
Transformers: Age of Extinction,2014,929039,6227,150,779
Frankie & Alice,2014,330064,1513,89,128
Knights Of Badassdom,2014,508822,2393,120,187
The Grand Budapest Hotel,2013,184981,869,35,57
Jimmy's Hall,2014,346291,736,40,131
John Doe: Vigilante Exclusive,2014,1791492,3596,274,839
I'll Follow You Down,2014,583227,1139,78,311
Manny,2014,218049,1777,37,232
Locke,2014,619733,1416,106,234
Jimmy P.,2014,200782,710,45,77
Fading Gigolo,2014,1056650,2324,191,156
Transformers: Age of Extinction Extended TV Spot,2014,165776,1795,102,353
Sex Tape,2014,2274156,3883,410,178
Open Grave,2014,484303,2071,86,229
Alien Abduction,2014,3188895,11072,1100,2279
Earth To Echo,2014,2711395,8177,805,1810
Decoding Annie Parker,2014,575268,1808,100,67
Yves Saint Laurent,2014,148714,1190,74,52
The Suspect,2014,683250,2146,100,213
Leave The World Behind,2014,299219,2020,157,118
Anchorman 2: The Legend Continues Ultimate,2013,265246,909,52,42
Locke,2014,122475,941,40,136
Rage,2013,5101536,5395,561,1055
The Railway Man,2014,134629,953,47,61
Top Ten MIddle-Earth Moments,2013,1040458,6127,333,906
Trust Me,2014,303533,1011,63,117
The Monkey King,2014,3743514,6869,722,2181
And So It Goes,2014,633891,1128,108,63
A Most Wanted Man,2014,2369536,2372,273,536
The Boxtrolls,2014,668540,2159,105,150
Transcendence,2013,308229,1758,52,166
Liam Neeson is a Badass,2014,254245,1683,57,253
Top Ten Reasons Adults Love Harry Potter,2014,71767,1333,40,97
Paczilla,2014,397302,3182,201,636
Filth US Release,2014,100705,716,36,70
Afflicted,2014,151039,1713,103,205
Step Up: All In,2014,3121219,10404,692,1198
Hellion,2014,145234,1192,58,110
Cheap Thrills,2014,90095,606,53,66
The Legend Of Hercules,2013,10605355,23421,3443,2920
American Hustle,2014,884389,2924,243,394
The Immigrant,2014,237629,990,95,88
Alan Partridge,2014,160294,520,50,82
Annie,2014,1120126,5896,808,1499
The Unknown Known,2014,258920,932,104,183
Date and Switch,2014,4657529,7497,854,248
Deliver Us from Evil,2014,148161,1611,42,109
Back In The Day,2013,1101914,2320,287,213
In Fear,2014,271236,930,74,126
Noah,2014,86839,705,47,159
Clash of the 300 Gladiators of Troy,2014,128507,1426,63,116
They Came Together,2014,3164538,6896,926,686
Teenage Mutant Ninja Turtles,2014,8390379,28035,3524,7417
Best Picture Mashup ,2014,172510,1389,94,150
Under the Skin,2014,1588294,2907,401,379
Teenage Mutant Ninja Turtles,2014,2694132,7676,858,1397
The Wolf of Wall Street Ultimate Money,2013,1002039,2542,175,135
Draft Day,2013,608559,1353,163,221
Svengali,2014,193285,739,77,77
The Boxtrolls,2014,303767,1301,60,114
The Sacrament,2014,289155,888,112,188
Oculus,2014,1278304,3123,374,379
Cavemen,2013,14156408,16179,2083,982
13 Sins,2014,6503645,8935,1201,825
The Art of the Steal,2013,614056,1656,80,126
The Congress,2014,54170,641,31,63
The Wrath of Vajra,2014,1391425,2997,268,266
Gorgeous George,2014,55018,305,19,28
Tracks,2014,100969,543,40,56
The Den,2014,434951,2272,297,413
100 Ways to Die In,2014,84614,1172,74,143
The Tale of The Princess Kaguya,2013,385656,2933,127,249
MovieClips Picks,2014,12504,111,3,5
Guardians of the Galaxy,2014,168313,547,61,128
Strange Love Mashup,2014,48704,420,16,25
Bad Country,2014,792935,825,93,87
Rio 2,2013,466724,2155,116,121
The Monuments Men,2013,296936,1156,157,116
The Anomaly,2014,1225538,2929,265,318
August Osage County,2013,57992,230,11,11
Wish I Was Here,2014,137455,1926,59,186
The Giver,2014,156396,1124,40,248
22 Jump Street,2014,148165,3129,33,138
Jupiter Ascending,2014,284034,1364,81,156
Weekend Box Office,2013,20298,166,3,21
Top Ten Future-Tech,2014,230469,1319,130,152
The Protector 2,2014,12757612,15313,2483,1545
Rio 2,2014,118062,1077,64,67
Spring,2014,84171,297,24,20
How Much Would It Cost To Be Captain America?,2014,754118,5961,870,833
Transformers: Age of Extinction,2014,1378464,6394,350,1283
Monsters: Dark Continent,2014,3460497,7450,964,873
The Square,2013,62188,713,45,80
Small Time,2014,81334,602,47,66
Divergent,2014,70275,591,40,71
Captain America: The Winter Soldier,2014,71367,455,20,27
Endless Love Final,2014,4760831,7387,896,266
The Hobbit: The Desolation of Smaug,2013,74715,727,31,50
Kid Cannabis,2014,1498588,2983,355,393
Top Ten Greatest Oscar Snubs,2014,78680,772,86,223
The Hungover Games,2013,4815511,15147,3764,1914
The Quiet Ones,2014,336247,1194,102,140
The Angriest Man in Brooklyn,2014,170925,795,62,110
Boys of Abu Ghraib,2014,702000,1634,316,488
Make Your Move,2014,520332,2517,412,309
Hateship Loveship,2014,345746,1022,184,79
The Search French,2014,137611,510,42,141
The Amazing Spider-Man 2,2014,138499,1057,21,100
Celebrity Actor Birthdays,2014,17045,166,19,21
Stage Fright,2014,559147,1140,238,230
Top Ten Forbidden Romances,2014,185520,975,148,94
Nymphomaniac: Volume II,2014,1156319,968,286,161
Top Ten Single Ladies New Year's Resolutions,2013,163710,1139,116,45
Vampire Academy,2014,1118572,3451,561,482
EXCLUSIVE Rapid Fire Interview: Jon Favreau,2014,17142,100,11,8
Celebrity Actor Birthdays,2014,12600,129,17,20
Thor: The Dark World,2014,51202,665,114,46
Frozen,2013,18544486,21586,6720,2114
Movie Mixology: Oscar Edition ,2014,12620,146,8,7
Jack Ryan: Shadow Recruit,2014,27861,194,21,27
Top Ten Cat Quips and Cameos,2014,588167,308,74,23
Sabotage,2014,75708,674,28,61
Age of Uprising: The Legend of Michael Kohlhaas,2014,470202,777,179,204
Paddington,2014,173785,799,55,105
Dolphin Tale 2,2014,58487,872,110,95
Celebrity Actor Birthdays,2014,11395,92,13,6
Academy Awards 2014 Oscar WINNERS,2014,227444,913,63,255
Celebrity Actor Birthdays,2014,12511,66,9,18
Venus In Fur,2014,1400949,1538,538,204
Maps To The Stars,2014,114966,640,125,85
The Wolf of Wall Street,2014,292977,998,80,52
Top Ten Athletes Who Thought They Could Act ,2014,79219,567,95,82
Weekend Box Office,2014,24435,202,15,19
Annie,2014,36283,575,127,121
Celebrity Actor Birthdays,2014,12235,129,10,17
A History of Cars in Cinema ,2014,96563,880,47,50
Frozen,2013,32351,120,33,42
Edge of Tomorrow,2014,168328,849,30,119
The Quiet Ones,2014,81787,484,64,62
There Goes the Neighborhood! ,2014,177378,1199,112,58
Captain Phillips,2014,41819,346,16,41
The Hungover Games,2014,930403,2996,1389,395
Justin Bieber's Believe,2013,1070979,9589,4967,1157
The Single Moms Club,2014,123624,654,135,79
Dallas Buyers Club,2014,41339,258,16,22
Tammy,2014,63027,650,68,70
How Much Do You Noah?,2014,100056,276,112,321
MovieClips Picks,2013,17121,44,6,2
Gravity,2014,51131,270,21,38
Neighbors,2014,19867,176,20,20
Flirty and Fun: A Cameron Diaz Mashup,2014,66386,474,53,29
Guardians of the Galaxy Viral Video,2014,107200,848,18,84
Maleficent True Featurette ,2014,189791,1035,34,56
Celebrity Actor Birthdays,2013,39563,202,34,10
Need For Speed,2014,81396,524,29,55
3 Days To Kill Super Bowl Spot ,2014,40386,183,19,24
House of Dust,2014,645293,1476,742,253
Under the Skin,2014,214400,525,151,83
Cinderella,2014,464596,1854,441,387
From Above,2014,73644,372,253,103
Mr Hublot,2014,149234,410,49,30
Godzilla vs. King Kong,2014,196369,8962,1700,1003
American Hustle,2014,36274,321,8,24
MovieClips Picks,2013,25219,105,13,7
Awful Nice,2014,170785,397,173,37
God's Not Dead,2014,273595,1748,2148,1642
Weekend Box Office,2014,34536,356,8,41
Winter's Tale,2014,46533,155,28,17
Godzilla,2014,31586,460,65,134
Half of a Yellow Sun,2014,177419,897,1334,117
Top 25,2013,50934,468,253,175
"Love, Rosie",2014,10066359,56029,577,2477
The Age of Adaline,2014,15722767,68535,1418,4287
The Theory of Everything,2014,4609324,29896,428,2352
The Best Of Me,2014,11289148,41296,903,2144
Testament Of Youth,2014,2358259,14389,148,630
White Bird in a Blizzard,2014,8848839,34179,998,1835
Beyond The Lights,2014,2554262,20192,252,788
Unbroken,2014,9047444,31407,1102,4137
Big Eyes,2014,3899252,15035,382,1302
Laggies,2014,5286637,23514,386,486
Selma,2014,4887280,21157,695,4503
The Skeleton Twins,2014,4103500,20950,722,516
Hector and the Search For Happiness,2014,1594752,7285,125,549
The Tale of The Princess Kaguya,2014,1548245,11747,148,1478
Life Partners,2014,4578652,16245,498,534
Beyond The Lights,2014,2702652,10943,298,793
Ex Machina,2014,6866360,15604,663,2568
Nightcrawler,2014,7623506,18146,730,2539
The Hunger Games: Mockingjay,2014,12189000,37788,1186,3758
St. Vincent,2014,4871922,10923,369,814
The DUFF,2014,17245178,69391,2558,3918
The Guest,2014,5047003,10963,375,1678
Avengers: Age of Ultron,2014,11897915,35800,1171,3998
Interstellar,2014,4993418,13294,425,1708
You're Not You,2014,3231109,11874,281,795
Far from the Madding Crowd,2014,1824564,3909,112,342
John Wick,2014,8921254,27028,1007,3079
Song One,2014,3445909,12221,235,383
The Imitation Game,2014,3836208,14098,343,1245
Jurassic World,2014,9910368,35600,1188,4976
Avengers: Age of Ultron,2014,8877843,38085,1072,4567
Comet,2014,1201591,6406,126,572
2001: A Space Odyssey,2014,1523566,8945,226,2182
The Best Of Me,2014,6993458,18352,636,1361
Life After Beth,2014,2069322,9488,337,448
God Help The Girl,2014,1442294,10252,232,414
Chappie,2014,9009427,27646,1038,3104
Horns,2014,12269989,49211,2392,5859
Justice League: Throne of Atlantis,2014,2252574,7504,169,1818
Another Me,2014,13864056,54282,2045,2197
Teenage Mutant Ninja Turtles,2014,8774177,35150,1954,2656
Insidious: Chapter 3,2014,8303732,26682,1097,3423
Star Wars: The Force Awakens,2014,78285030,364046,21394,72732
Mad Max: Fury Road,2014,10175493,28834,1367,3836
Horrible Bosses 2,2014,1387250,5381,129,329
Cake,2014,5324860,10819,537,1138
The Expendables 3,2014,16351366,36675,1572,4283
Night at the Museum: Secret of the Tomb,2014,4313815,14748,433,1139
The Interview,2014,3874733,13781,656,1909
Amityville: The Awakening,2014,15964415,57459,2953,5531
